id,suite,type,spans,length,width,n_lanes,skew,gdr_spacing,n_gdr,span2depth,t_deck,n_dia,dia_spacing,dia_type,dia_section,intgdr_Ix,ingdr_A,intgdr_d,intgdr_tw,intgdr_tf,intgdr_bf,intgdr_sectcomp,intgdr_flangecomp,intgdr_webcomp,intgdr_mnpos,intgdr_fnneg,intgdr_vn,intgdr_dfm,intgdr_dfv,extgdr_Ix,exgdr_A,extgdr_d,extgdr_tw,extgdr_tf,extgdr_bf,extgdr_sectcomp,extgdr_flangecomp,extgdr_webcomp,extgdr_mnpos,extgdr_fnneg,extgdr_vn,extgdr_dfm,extgdr_dfv,dia_emultiplier,dia_e,gdr_e,deck_e,intgdr_dlmpos,intgdr_sdlmpos,intgdr_llmpos,intgdr_dlmneg,intgdr_sdlmneg,intgdr_llmneg,intgdr_dlv,intgdr_sdlv,intgdr_llv,intgdr_ftgstress,intgdr_st1rtgpos,intgdr_sv2rtgpos,intgdr_st1rtgneg,intgdr_sv2rtgneg,intgdr_vrtg,extgdr_dlmpos,extgdr_sdlmpos,extgdr_llmpos,extgdr_dlmneg,extgdr_sdlmneg,extgdr_llmneg,extgdr_dlv,extgdr_sdlv,extgdr_llv,extgdr_ftgstress,extgdr_st1rtgpos,extgdr_sv2rtgpos,extgdr_st1rtgneg,extgdr_sv2rtgneg,extgdr_vrtg
Steel_2_2_64,2,Steel,2,1022.566945,744.0464308,5,2.427415716,67.64058461,12,25.86606926,7.770411966,5,170.4278241,Chevron,L2X2X1/8,18731.30268,67.47564998,39,0.366277493,3.382028815,8.230022991,1,0,1,59528338.29,38663.25129,201140.592,0.496758338,0.649362872,21439.74459,72.54423258,39,0.360641228,2.357210063,12.76497158,1,0,1,67709022.14,44636.33396,180519.4558,0.546777515,0.551379482,25.48921214,739187152,29000000,3604996.533,4822067.886,344628.0646,21523560.25,-8572696.967,-612681.5371,-24758486.5,41917.53415,2995.801596,127596.6063,11999.99993,2.840091115,3.646322682,1.192080242,2.29117248,1.025826418,4934079.455,344628.0646,21523560.25,-8771831.708,-612681.5371,-24758486.5,42891.23442,2995.801596,127596.6063,11999.96944,2.840091115,3.646322682,1.192080242,2.29117248,1.025826418
Steel_2_2_65,2,Steel,2,1867.979117,671.1055304,4,32.07898293,74.56728115,10,27.94081293,7.872071512,8,207.5532352,Cross,L2-1/2X1-1/2X3/16,77625.06284,100.5892957,66,0.544485946,2.810977723,12.04461679,1,0,1,109744200.8,40898.02449,352768.9684,0.494128182,0.757309174,82268.6764,104.9917878,66,0.519329172,3.180288485,11.63719831,1,0,1,117597556.8,40534.27664,309887.5429,0.53547787,0.607977183,10.83891025,314328397.3,29000000,3604996.533,19718784.86,1379962.782,50671932.57,-35058178.55,-2453446.393,-57027819.49,93839.85675,6567.114081,171477.6272,11999.99446,1.910587709,3.325788555,1.000013497,1.843565077,1.03613246,20043424.6,1379962.782,50671932.57,-35635358.02,-2453446.393,-57027819.49,95384.78695,6567.114081,171477.6272,11999.99446,1.910587709,3.325788555,1.000013497,1.843565077,1.03613246
Steel_2_2_66,2,Steel,2,608.6494881,574.1281538,3,59.73813531,114.8256308,6,22.72284288,8.845415617,3,152.162372,Beam,C15X33.9,5318.455865,43.32381099,26,0.450043627,1.74413777,9.51546186,1,0,1,28283901.71,42299.3418,293806.4858,0.587466663,1.355000933,14294.37406,110.8642108,26,0.94425901,1.555358925,28.69138384,1,0,0,71677683.67,50000,626788.9162,0.579618555,1.02883321,19.84110547,575392058.7,29000000,3604996.533,2497176.995,244185.4517,10027457.35,-4439615.423,-434126.0149,-8406165.104,36471.03554,3566.305595,102792.3825,11993.31546,2.414418913,3.286220035,1.297512423,2.711199399,1.018343174,3027046.702,244185.4517,10027457.35,-5381646.256,-434126.0149,-8406165.104,44209.73287,3566.305595,102792.3825,5004.026662,2.414418913,3.286220035,1.297512423,2.711199399,1.018343174
Steel_2_2_67,2,Steel,2,1181.617516,837.2366493,5,11.97702203,119.6052356,8,27.30845938,8.441586298,5,196.9362526,Chevron,L2-1/2X1-1/2X3/16,32247.37212,92.76360641,43,0.463046072,3.011453396,12.55897048,1,0,1,80912676.91,42709.00866,354282.1252,0.729743604,0.989087887,33508.54256,95.82674327,43,0.442264108,3.135900659,12.68904661,1,0,1,83443751.02,42883.10501,310781.2798,0.778613764,0.810746241,22.62932166,656250328.1,29000000,3604996.533,10827661.11,690237.9306,26434960.44,-19250066.14,-1227146.443,-30117642.23,81456.41838,5192.655098,142105.37,11999.99994,1.975359407,2.999630706,1.000000097,1.742723891,1.026388819,10918044.97,690237.9306,26434960.44,-19410756,-1227146.443,-30117642.23,82136.37553,5192.655098,142105.37,11999.99995,1.975359407,2.999630706,1.000000097,1.742723891,1.026388819
Steel_2_2_68,2,Steel,2,1218.644018,670.716844,4,57.09548514,111.7861407,7,29.11230276,8.427239005,6,174.0920026,Chevron,L2X2X1/8,27820.72916,90.04855089,41,0.483071675,3.281552203,11.18572211,1,0,1,69950620.63,42803.68424,408153.2788,0.585330474,1.193031691,29445.98013,94.97791758,41,0.451465598,3.578040995,11.13717716,1,0,1,74192280.37,42817.41003,356491.7361,0.641133339,0.983215229,15.43953318,447746462.2,29000000,3604996.533,10817557.59,839058.4121,27619036.03,-19232035.05,-1491723.123,-31419914.6,78907.5184,6120.421966,144584.2845,11999.99406,1.963466043,3.217465299,1.000010774,1.80048173,1.025359188,10972270.48,839058.4121,27619036.03,-19507091.95,-1491723.123,-31419914.6,80036.05509,6120.421966,144584.2845,11999.97067,1.963466043,3.217465299,1.000010774,1.80048173,1.025359188
Steel_2_2_69,2,Steel,2,1332.486534,463.4501082,3,9.866094123,77.2416847,7,22.96124245,7.947300145,6,190.3552192,Chevron,L2X2X1/8,45761.96299,77.42178028,58,0.479214741,2.700818334,9.666675569,1,0,1,89654785.23,38828.0821,276075.3748,0.543378816,0.723952638,46777.88218,78.02063866,58,0.454189396,2.804754867,9.666697466,1,0,1,90995005.64,38933.19155,235976.0369,0.553393041,0.570164617,20.96691843,608040634.5,29000000,3604996.533,9360510.695,1003107.401,31350310.82,-16642258.62,-1783446.795,-35525091.58,62448.13058,6692.175676,149693.9666,11999.99966,2.578544018,3.597379722,1.131944974,2.19856266,1.044109516,9382980.896,1003107.401,31350310.82,-16682208.88,-1783446.795,-35525091.58,62598.03929,6692.175676,149693.9666,11999.99888,2.578544018,3.597379722,1.131944974,2.19856266,1.044109516
Steel_2_2_70,2,Steel,2,1541.013122,815.7746245,5,22.78478867,135.9624374,7,24.62097736,8.557375791,7,192.6266402,Chevron,L2-1/2X1-1/2X3/16,72984.58545,104.4328423,62,0.590688032,1.900018921,18.43529566,1,0,1,110338437.5,46617.6123,467262.801,0.795839485,1.113979681,75339.10827,106.3500483,62,0.562281753,2.090496999,17.66074678,1,0,1,113073732,46297.30107,405696.0172,0.829309382,0.888413165,11.82819511,343017658,29000000,3604996.533,20807745.19,1341744.118,38517611.95,-36991547,-2385322.876,-43463671.45,120023.4653,7739.463221,157765.9467,11999.99995,1.547012226,2.787074407,1.000000112,1.510004426,1.031455307,20903973.13,1341744.118,38517611.95,-37162618.88,-2385322.876,-43463671.45,120578.5283,7739.463221,157765.9467,11999.97304,1.547012226,2.787074407,1.000000112,1.510004426,1.031455307
Steel_2_2_71,2,Steel,2,1169.121554,553.4207712,3,15.43736915,61.4911968,10,25.13326497,8.34547098,5,194.8535924,Chevron,L2X2X1/8,26009.58597,67.93800556,46,0.407134973,3.074557954,8.409878385,1,0,1,67047272.91,36373.68352,223453.2434,0.454178071,0.640087473,30336.10442,76.40034581,46,0.412344226,2.669919532,11.16782032,1,0,1,79212664.05,41157.94628,227520.2491,0.541455034,0.571112449,10.13588763,293940741.4,29000000,3604996.533,6241874.935,540540.5031,26040584.63,-11097846.04,-961063.0373,-29685259.54,47462.3276,4110.192964,141933.671,11999.99972,2.834928606,3.794971742,1.104492429,2.354059245,1.032316362,6488431.799,540540.5031,26040584.63,-11536215.95,-961063.0373,-29685259.54,49337.11087,4110.192964,141933.671,11996.89727,2.834928606,3.794971742,1.104492429,2.354059245,1.032316362
Steel_2_2_72,2,Steel,2,1908.051967,803.9231652,5,38.5296508,100.4903957,9,20.66378751,8.011916512,8,212.0057741,Cross,L3-1/2X2-1/2X1/4,120108.8756,98.51152593,92,0.667715221,0.99473132,19.30678129,1,0,1,123911187.2,44940.66218,436405.1521,0.614806228,0.936679553,129764.5029,101.7716276,92,0.642177591,1.151060447,19.18650748,1,0,1,135047752.5,45079.27984,389576.4177,0.660525741,0.777299052,19.55886969,567207220.9,29000000,3604996.533,24830625.81,1599837.145,52242081.31,-44145080.94,-2844267.43,-58785413.73,115681.0236,7453.327999,172321.2948,11999.90108,1.6242418,3.09737589,1.000040217,1.622953075,1.033053976,25045751.3,1599837.145,52242081.31,-44527541.38,-2844267.43,-58785413.73,116683.2511,7453.327999,172321.2948,11999.99363,1.6242418,3.09737589,1.000040217,1.622953075,1.033053976
Steel_2_2_73,2,Steel,2,958.6636129,584.5956827,4,41.89337808,73.07446033,9,22.09011836,8.542797367,4,191.7327226,Chevron,L2X2X1/8,18730.77145,56.8253079,43,0.404433651,2.679609066,7.762719866,1,0,-1,55003181.67,34847.27577,231895.6546,0.491781709,0.80910512,20533.14157,59.37975119,43,0.393029242,1.926634197,11.41730512,1,0,1,59766706.9,41547.41355,204639.034,0.520123012,0.656099143,2.15860186,62599453.93,29000000,3604996.533,4542468.162,403873.2083,19626524.24,-8075498.953,-717996.8147,-22503617.99,42118.52231,3744.779738,123287.1624,11999.9999,2.893982494,3.767487637,1.000000667,2.352699044,1.026815122,4592099.857,403873.2083,19626524.24,-8163733.079,-717996.8147,-22503617.99,42578.71567,3744.779738,123287.1624,11997.94023,2.893982494,3.767487637,1.000000667,2.352699044,1.026815122
Steel_2_2_74,2,Steel,2,676.969574,856.284086,5,36.07956433,95.14267622,10,24.45164104,7.606116454,3,169.2423935,Beam,C15X33.9,6644.795408,51.5035821,27,0.363168393,2.97224953,7.377726737,1,0,1,34147193.66,36964.35685,221754.0808,0.617071833,0.947175177,6795.201999,52.5341593,27,0.330999182,3.116900276,7.324675193,1,0,1,34464467.31,36901.15817,191625.8009,0.635759889,0.783651784,22.28723593,646329842,29000000,3604996.533,2489130.478,181256.4069,11785225.6,-4425120.849,-322233.6123,-11353049.9,32683.30674,2379.971159,107341.3664,11999.99805,2.423234629,3.075954887,1.000004224,2.307331686,1.01672374,2499249.236,181256.4069,11785225.6,-4443109.753,-322233.6123,-11353049.9,32816.17021,2379.971159,107341.3664,11998.27466,2.423234629,3.075954887,1.000004224,2.307331686,1.01672374
Steel_2_2_75,2,Steel,2,1314.358201,745.6260908,5,53.48484605,93.20326135,9,29.56313666,8.11462274,6,187.7654572,Chevron,L2X2X1/8,31894.6067,90.23038407,44,0.465267972,3.561854645,10.25772166,1,0,1,75448978.47,40558.51487,360389.0932,0.536618503,1.009408525,33791.67723,95.38923458,44,0.442693731,3.875137522,10.2372765,1,0,1,80260498.27,40603.99536,315801.9412,0.588232886,0.830968787,4.892957307,141895761.9,29000000,3604996.533,10969493.92,759143.859,30738751.07,-19502038.85,-1349638.656,-34858820.77,74188.4474,5134.211722,147886.1613,11999.99994,2.111884976,3.329564381,1.000000104,1.909318196,1.024567155,11157839.59,759143.859,30738751.07,-19836887.9,-1349638.656,-34858820.77,75462.25942,5134.211722,147886.1613,11999.99881,2.111884976,3.329564381,1.000000104,1.909318196,1.024567155
Steel_2_2_76,2,Steel,2,766.3895854,494.6805278,3,44.06098197,98.93610557,6,22.25665353,7.552010277,4,153.2779171,Chevron,L2X2X1/8,12322.73731,55.72764894,34,0.392495221,1.740799975,12.56586725,1,0,1,47227315.82,45467.72203,261427.1877,0.621405077,0.998387326,11332.4932,55.21614596,34,0.353763971,3.365021342,6.770984926,1,0,1,43648870.79,37100.83246,214222.8229,0.633761066,0.830575115,21.60655248,626590022,29000000,3604996.533,3201817.941,387171.1648,14180757.88,-5692120.784,-688304.2929,-15121639.82,37135.94817,4490.563977,111633.7178,11972.90389,2.77375409,3.453130698,1.530249097,2.379155666,1.102352809,3194823.848,387171.1648,14180757.88,-5679686.841,-688304.2929,-15121639.82,37054.82792,4490.563977,111633.7178,11999.94895,2.77375409,3.453130698,1.530249097,2.379155666,1.102352809
Steel_2_2_77,2,Steel,2,1743.186618,726.1555393,5,14.45780773,103.7365056,8,27.21647254,8.245354644,8,193.687402,Chevron,L2-1/2X1-1/2X3/16,80581.20082,108.7806758,64,0.567782535,2.663634636,14.16623042,1,0,1,115816924.7,43976.60338,411641.5281,0.645989399,0.896342465,87696.75569,114.6804972,64,0.550094023,2.297074903,17.84915546,1,0,1,127793270.8,46399.44084,369735.3345,0.714153675,0.744276252,6.919409671,200662880.5,29000000,3604996.533,22064828.91,1502215.331,45905229.58,-39228228.26,-2670732.058,-51688740.28,112518.7282,7660.488067,166651.3997,11999.99181,1.671332277,3.018715373,1.000007203,1.641927483,1.03666223,22443050.08,1502215.331,45905229.58,-39900653.45,-2670732.058,-51688740.28,114447.4522,7660.488067,166651.3997,11999.807,1.671332277,3.018715373,1.000007203,1.641927483,1.03666223
Steel_2_2_78,2,Steel,2,1430.40879,630.0581275,4,58.99477644,126.0116255,6,26.1690243,8.896334977,6,204.3441129,Chevron,L2X2X1/8,50049.95845,93.88810773,54,0.569723052,2.07301209,15.79468561,1,0,1,85839194.58,44604.72638,489441.7044,0.615649981,1.300127376,53022.62252,98.13395987,54,0.540995896,2.391681877,14.94930458,1,0,1,91577890.49,44094.54922,424501.6448,0.666713091,1.052189512,5.132927128,148854886.7,29000000,3604996.533,16860342.73,1348632.084,34658331.47,-29976059.41,-2397737.469,-39183841.22,104781.443,8381.301504,152944.7659,11999.99408,1.696243387,3.176386878,1.000014038,1.684410881,1.030120588,17043930.05,1348632.084,34658331.47,-30302459.93,-2397737.469,-39183841.22,105922.3774,8381.301504,152944.7659,11999.99999,1.696243387,3.176386878,1.000014038,1.684410881,1.030120588
Steel_2_2_79,2,Steel,2,1245.354282,681.0823501,4,19.80708196,85.13529377,9,28.08172942,8.771006452,6,177.9077546,Chevron,L2X2X1/8,29942.6841,85.00847652,44,0.435274963,3.670079065,9.407340276,1,0,1,74353547.41,40073.85439,296831.4195,0.558049274,0.806798073,32790.1976,90.00850714,44,0.421553607,3.201483215,11.58202887,1,0,1,77760438.97,42993.57468,262914.3221,0.608001103,0.652997594,26.8560921,778826671,29000000,3604996.533,9637605.96,681551.0547,28484222.74,-17133521.71,-1211646.319,-32368160.37,68789.74902,4864.665166,145027.1562,11999.99994,2.214913244,3.330837919,1.000000103,1.948562818,1.029697113,9106234.9,633205.869,27712875.69,-19310059.46,-1342733.096,-35962680.36,71473.29794,4969.925796,146454.4878,11999.99994,2.214913244,3.330837919,1.000000103,1.948562818,1.029697113
Steel_2_2_80,2,Steel,2,921.3204281,717.534864,4,51.94585083,89.691858,9,24.10999256,8.190502739,4,184.2640856,Chevron,L2X2X1/8,17491.52984,62.93687187,38,0.416028288,1.637290134,14.8080398,1,0,1,56722719.45,45226.95605,273609.0607,0.542326321,0.988683395,16741.30238,63.87161934,38,0.383095969,3.179386362,8.138361751,1,0,1,54475415.69,37033.3727,234465.4308,0.569956063,0.811903097,14.08073076,408341192,29000000,3604996.533,4802312.707,373014.5906,18537814.85,-8537604.81,-663149.4775,-21147218,46333.52604,3598.907922,120948.7965,11995.08849,2.860637688,3.725556382,1.501753976,2.341242511,1.030712412,4819057.537,373014.5906,18537814.85,-8567373.954,-663149.4775,-21147218,46495.083,3598.907922,120948.7965,11999.99965,2.860637688,3.725556382,1.501753976,2.341242511,1.030712412
Steel_2_2_81,2,Steel,2,1135.979977,716.4754474,4,42.093648,143.2950895,6,20.84750579,7.800238828,5,189.3299962,Chevron,L2-1/2X1-1/2X3/16,40837.24751,79.1029927,54,0.53557125,2.101356334,12.47598906,1,0,1,85030832.76,42591.56679,407057.233,0.799503413,1.243863186,40952.08722,78.64539341,54,0.504262465,2.333861286,11.51931735,1,0,1,83465946.19,41615.66513,342963.7001,0.774094077,0.978267174,4.092440355,118680770.3,29000000,3604996.533,10133243.45,850544.5095,25000745.23,-18016651.33,-1512246.69,-28594984.99,79300.03915,6656.132679,137640.8381,11999.99857,2.042978689,2.986898383,1.000003034,1.760635765,1.027772779,10120766.63,850544.5095,25000745.23,-17994467.85,-1512246.69,-28594984.99,79202.39886,6656.132679,137640.8381,11999.99275,2.042978689,2.986898383,1.000003034,1.760635765,1.027772779
Steel_2_2_82,2,Steel,2,1474.077289,640.6113839,4,50.53147243,128.1222768,6,20.93355598,8.493145165,7,184.2596611,Chevron,L2-1/2X1-1/2X3/16,70290.84804,88.11491368,70,0.618774215,1.472581807,15.83039722,1,0,1,100372838.1,45064.54733,466203.9101,0.685339122,1.198456286,73470.50098,89.85396746,70,0.588359965,1.771109166,14.32799014,1,0,1,104120855.2,44153.65933,404383.0048,0.71336545,0.968557326,9.47629458,274812542.8,29000000,3604996.533,17244617.58,1432323.564,36170060.08,-30657323.06,-2546371.703,-40854796.76,103988.1806,8637.171613,155162.508,11999.99974,1.782284552,3.111531104,1.000000699,1.696957275,1.033177185,17324480.87,1432323.564,36170060.08,-30799303.29,-2546371.703,-40854796.76,104469.7708,8637.171613,155162.508,11999.99316,1.782284552,3.111531104,1.000000699,1.696957275,1.033177185
Steel_2_2_83,2,Steel,2,809.3288847,557.516654,3,19.73048741,139.3791635,5,23.08464325,8.51345938,4,161.8657769,Chevron,L2-1/2X1-1/2X3/16,14940.44013,64.8378586,35,0.418946616,2.289234253,11.37779169,1,0,1,52717227.62,43857.57202,306985.2549,0.844523908,1.140998648,15540.29221,65.6959182,35,0.395470449,2.008769494,13.30248956,1,0,1,53637569.34,45558.00808,263412.0235,0.838396452,0.903919135,6.013552231,174393014.7,29000000,3604996.533,5115043.294,518112.8857,15356542.47,-9093635.384,-921112.3737,-16864441.64,56180.09907,5690.59372,115007.9254,11999.99191,2.016001213,2.776363338,1.000013951,1.752152609,1.030997527,5127079.672,518112.8857,15356542.47,-9115033.92,-921112.3737,-16864441.64,56312.29833,5690.59372,115007.9254,11997.65046,2.016001213,2.776363338,1.000013951,1.752152609,1.030997527
Steel_2_2_84,2,Steel,2,1645.363953,793.768434,5,6.765852363,132.294739,7,29.65531199,8.626567441,7,205.6704942,Chevron,L2-1/2X1-1/2X3/16,70123.57546,120.3251842,55,0.565122815,2.177070568,21.06134162,1,0,1,109940671.7,47408.87533,470212.2899,0.760991311,1.041083801,75159.15698,124.9036861,55,0.548929863,1.596548028,30.21059425,1,0,1,109527304.9,49865.38455,421281.4441,0.81903247,0.83609201,2.405410992,69756918.76,29000000,3604996.533,24318433.09,1529529.453,42280739.09,-43235073.47,-2719308.355,-47642514.94,131384.5286,8263.546642,162277.1243,11999.99995,1.385293159,2.749593546,1.00000009,1.435447428,1.03493795,22862126.08,1420451.982,41141928.37,-48532788.35,-3015401.769,-52983524.94,135897.8892,8443.502823,163986.1034,11995.2358,1.385293159,2.749593546,1.00000009,1.435447428,1.03493795
Steel_2_2_85,2,Steel,2,1716.529955,487.0873501,3,10.39332896,121.7718375,5,22.81372943,8.005089871,8,190.7255506,Chevron,L3X2X3/16,98826.53631,103.9601766,75,0.622512181,1.700562323,17.46157836,1,0,1,125479078.2,45880.18213,444576.7599,0.74770789,0.9882489,102993.2462,106.1872189,75,0.596275171,1.945549811,16.39298742,1,0,1,129983416.2,45373.87854,393392.077,0.786111198,0.80773145,19.25297911,558336394.3,29000000,3604996.533,22299606.85,2330593.855,44910137.24,-39645684.27,-4143480.589,-50573320.08,115482.0635,12069.35124,164872.9197,11999.9998,1.618073251,2.879004427,1.000007364,1.570801013,1.052911698,22438283.39,2330593.855,44910137.24,-39892232.39,-4143480.589,-50573320.08,116200.2221,12069.35124,164872.9197,11999.99437,1.618073251,2.879004427,1.000007364,1.570801013,1.052911698
Steel_2_2_86,2,Steel,2,1237.927389,614.1140335,4,21.54938112,102.3523389,7,22.19845139,8.850542669,6,176.8467699,Chevron,L2X2X1/8,42180.7657,79.10623364,55,0.500769842,2.740826517,9.907401745,1,0,1,85379488.24,40438.98059,334624.516,0.652441039,0.915856749,47171.26975,83.35884811,55,0.488687976,1.520361303,19.06355215,1,0,1,95232783.77,47667.18818,296374.7857,0.707583309,0.759995462,16.73771007,485393592,29000000,3604996.533,10550889.59,865777.7727,28242265.21,-18758905.25,-1539305.579,-32103024.26,75767.38917,6217.269253,144840.4598,11999.99859,2.210619355,3.278457393,1.000002846,1.929610314,1.033480804,10688615.8,865777.7727,28242265.21,-19003774.94,-1539305.579,-32103024.26,76756.42007,6217.269253,144840.4598,11999.9744,2.210619355,3.278457393,1.000002846,1.929610314,1.033480804
Steel_2_2_87,2,Steel,2,1040.587674,762.8720375,5,33.88341818,127.1453396,7,20.00909105,7.543166824,5,173.4312791,Chevron,L2X2X1/8,33763.49888,71.25480478,52,0.492383774,2.494329339,9.643310207,1,0,1,78034013.33,40272.1526,335056.4241,0.77124724,1.103959533,33997.39244,71.16670668,52,0.466817375,2.694455,9.16842924,1,0,1,77101063.76,39580.00299,287979.2332,0.759162818,0.894878299,23.17537918,672085996.3,29000000,3604996.533,7504663.51,611726.0846,22064370.1,-13343386.92,-1087656.738,-25381084.17,64114.66926,5226.165776,128555.5796,11999.96045,2.283277552,3.095992019,1.000077309,1.887050113,1.026384299,7502644.755,611726.0846,22064370.1,-13339797.54,-1087656.738,-25381084.17,64097.42241,5226.165776,128555.5796,11999.99078,2.283277552,3.095992019,1.000077309,1.887050113,1.026384299
Steel_2_2_88,2,Steel,2,1799.495268,470.2387034,3,0.703992803,78.37311723,7,29.29168644,7.717540783,8,199.9439187,Chevron,L2X2X1/8,69907.40285,104.8780166,61,0.515073721,3.804763369,10.16856757,1,0,1,106515686.4,39220.418,337717.6844,0.530229959,0.710873359,76696.12045,113.1606058,61,0.641099872,1.953768343,19.5925569,1,0,1,119559838.4,46839.3172,608986.5267,0.556922351,0.55802661,8.213979549,238205406.9,29000000,3604996.533,18842006.93,1829573.522,48039870.86,-33497562.87,-3252639.397,-54073344.67,93074.88457,9037.643652,167800.9087,11996.63344,1.817476028,3.17735573,1.001063594,1.758609266,1.06047924,19327660.2,1829573.522,48039870.86,-34360963.51,-3252639.397,-54073344.67,95473.89238,9037.643652,167800.9087,11997.8295,1.817476028,3.17735573,1.001063594,1.758609266,1.06047924
Steel_2_2_89,2,Steel,2,1725.520441,471.9686965,3,35.15276972,117.9921741,5,21.90503569,8.970323477,8,191.7244934,Chevron,L2-1/2X1-1/2X3/16,96220.70586,98.27669872,78,0.646362259,1.155807665,21.35069047,1,0,1,111635517.5,47347.43713,470769.295,0.677152219,1.051049794,103242.627,102.0157108,78,0.619713459,1.406430857,19.70279198,1,0,1,121052450.6,46821.87171,417675.1381,0.737741302,0.862455013,17.44743458,505975602.8,29000000,3604996.533,23596014.51,2355186.367,45243145.52,-41948470.24,-4186997.987,-50947898.52,121553.0957,12132.5656,165049.6618,11998.35332,1.484332694,2.980449635,1.000763714,1.531768348,1.050220218,23822271.53,2355186.367,45243145.52,-42350704.95,-4186997.987,-50947898.52,122718.6417,12132.5656,165049.6618,11999.99399,1.484332694,2.980449635,1.000763714,1.531768348,1.050220218
Steel_2_2_90,2,Steel,2,1775.158622,822.5175792,5,32.63299226,82.25175792,11,26.03889983,8.930475563,8,197.2398469,Chevron,L2X2X1/8,76146.63263,95.10968256,68,0.563930076,2.250366963,13.17574814,1,0,1,104021835.1,42594.85579,372663.1586,0.518344546,0.818052339,81743.05272,99.93144107,68,0.537322735,2.677293723,12.37642252,1,0,1,113407719.6,41948.24476,326757.6557,0.56944469,0.654371425,9.088488963,263566179.9,29000000,3604996.533,20143873.56,1132925.793,47114203.92,-35814237.53,-2014253.78,-53037076.04,100876.1614,5673.447303,167279.5643,11999.99969,1.819576027,3.316599092,1.000000756,1.791140637,1.029614402,20464970.11,1132925.793,47114203.92,-36385122.17,-2014253.78,-53037076.04,102484.1434,5673.447303,167279.5643,11999.99882,1.819576027,3.316599092,1.000000756,1.791140637,1.029614402
Steel_2_2_91,2,Steel,2,1685.114593,568.6142547,3,26.40786666,63.17936163,10,23.78098101,8.118605229,8,187.2349548,Cross,L2-1/2X1-1/2X3/16,68662.06272,83.29273399,70,0.525510569,2.08717082,11.66666723,1,0,1,102958906.5,41466.87724,290909.9308,0.459769267,0.66788411,78174.81117,91.29312256,70,0.511997437,2.312863238,12.50001754,1,0,1,119761322.3,42631.91211,270898.0498,0.543019367,0.587226678,26.56024103,770246989.7,29000000,3604996.533,13880992.76,1122986.544,43737765.47,-24679558.97,-1996601.62,-49271336.24,73228.13258,5924.230993,164245.3229,11999.99999,2.400064022,3.65851207,1.210876223,2.151458262,1.038575367,14361090.85,1122986.544,43737765.47,-25533144.11,-1996601.62,-49271336.24,75760.85391,5924.230993,164245.3229,11999.96251,2.400064022,3.65851207,1.210876223,2.151458262,1.038575367
Steel_2_2_92,2,Steel,2,533.0321838,524.5798025,3,45.85956465,65.57247531,9,21.61767668,7.824834903,3,133.2580459,Beam,C15X33.9,3500.141274,34.18201259,24,0.312528712,2.345348456,6.000665038,1,0,1,22456475.7,37441.93634,170836.2329,0.467392281,0.804434298,3669.13051,36.02631154,24,0.312501165,2.507794153,6.000026104,1,0,1,23629879.06,37488.40723,170806.1189,0.505264849,0.692659599,24.71517016,716739934.7,29000000,3604996.533,1107779.457,124744.2214,8137312.426,-1971195.799,-221971.3351,-6553334.662,18490.40132,2082.156968,98446.84445,11999.92902,3.144195198,3.714455999,1.526010391,3.470571522,1.065904685,1118843.319,124744.2214,8137312.426,-1990882.965,-221971.3351,-6553334.662,18675.07277,2082.156968,98446.84445,11999.99715,3.144195198,3.714455999,1.526010391,3.470571522,1.065904685
Steel_2_2_93,2,Steel,2,707.5056953,659.2383779,4,4.848154687,131.8476756,6,29.91392462,8.869557987,3,176.8764238,Beam,C12X20.7,6754.9451,67.50883923,23,0.478879201,1.96167798,14.87844381,1,0,1,38268321.08,45894.58274,264926.8334,0.784591556,1.039956735,6974.438046,69.46945055,23,0.41641464,2.116753445,14.56353082,1,0,1,38706842.27,45734.16361,226624.6319,0.817740701,0.835986639,1.595092498,46257682.45,29000000,3604996.533,3998373.665,329951.2925,12601552.81,-7108446.746,-586598.7995,-12628158.62,50235.96837,4145.541183,108216.9319,11999.99267,1.901276468,2.721242538,1.000011796,1.828348724,1.026328202,4019114.6,329951.2925,12601552.81,-7145320.696,-586598.7995,-12628158.62,50496.55956,4145.541183,108216.9319,11999.99262,1.901276468,2.721242538,1.000011796,1.828348724,1.026328202
Steel_2_2_94,2,Steel,2,1674.066731,636.9376426,4,48.46708232,127.3875285,6,29.81364247,8.663158763,7,209.2583413,Chevron,L2X2X1/8,68559.98641,115.3666452,56,0.58605993,2.100657595,20.23402382,1,0,1,102658102,46876.77396,512763.0799,0.669175007,1.195344476,72501.36457,120.6400118,56,0.559093299,2.351098504,19.55676331,1,0,1,109772149.1,46639.97086,449534.9788,0.731112821,0.96622439,24.81485393,719630763.9,29000000,3604996.533,24076781.48,1847183.131,43329165.49,-42807049.79,-3284179.007,-48816298.41,127853.475,9808.984751,162860.6328,11999.99531,1.39159634,2.917722032,1.00001037,1.487619818,1.036003707,24389090.74,1847183.131,43329165.49,-43362316.63,-3284179.007,-48816298.41,129511.912,9808.984751,162860.6328,11999.99533,1.39159634,2.917722032,1.00001037,1.487619818,1.036003707
