id,maxDL1Mpos_abt,maxDL2Mpos_abt,maxDL1Mneg_abt,maxDL2Mneg_abt,maxDL1V_abt,maxDL2V_abt,maxDL1rxn_abt,maxDL2rxn_abt,maxDL1fbpos_abt,maxDL2fbpos_abt,maxDL1fbneg_abt,maxDL2fbneg_abt,maxLLMpos_abt,maxLLMneg_abt,maxLLV_abt,maxLLrxn_abt,maxLLfbpos_abt,maxLLfbneg_abt,ctrtg_st1_pos_abt,ctrtg_st1_neg_abt,ctrtg_sv2_pos_abt,ctrtg_sv2_neg_abt,ctrtg_v_abt,DL1M_ctrtg_st1_pos_abt,DL2M_ctrtg_st1_pos_abt,LLM_ctrtg_st1_pos_abt,DL1fb_ctrtg_st1_neg_abt,DL2fb_ctrtg_st1_neg_abt,LLfb_ctrtg_st1_neg_abt,DL1fb_ctrtg_sv2_pos_abt,DL2fb_ctrtg_sv2_pos_abt,LLfb_ctrtg_sv2_pos_abt,DL1fb_ctrtg_sv2_neg_abt,DL2fb_ctrtg_sv2_neg_abt,LLfb_ctrtg_sv2_neg_abt,DL1V_ctrtg_v_abt,DL2V_ctrtg_v_abt,LLV_ctrtg_v_abt,loc_ctrtg_st1_pos_abt,loc_ctrtg_st1_neg_abt,loc_ctrtg_sv2_pos_abt,loc_ctrtg_sv2_neg_abt,loc_ctrtg_v_abt,maxDL1Mpos_pier,maxDL2Mpos_pier,maxDL1Mneg_pier,maxDL2Mneg_pier,maxDL1V_pier,maxDL2V_pier,maxDL1rxn_pier,maxDL2rxn_pier,maxDL1fbpos_pier,maxDL2fbpos_pier,maxDL1fbneg_pier,maxDL2fbneg_pier,maxLLMpos_pier,maxLLMneg_pier,maxLLV_pier,maxLLrxn_pier,maxLLfbpos_pier,maxLLfbneg_pier,ctrtg_st1_pos_pier,ctrtg_st1_neg_pier,ctrtg_sv2_pos_pier,ctrtg_sv2_neg_pier,ctrtg_v_pier,DL1M_ctrtg_st1_pos_pier,DL2M_ctrtg_st1_pos_pier,LLM_ctrtg_st1_pos_pier,DL1fb_ctrtg_st1_neg_pier,DL2fb_ctrtg_st1_neg_pier,LLfb_ctrtg_st1_neg_pier,DL1fb_ctrtg_sv2_pos_pier,DL2fb_ctrtg_sv2_pos_pier,LLfb_ctrtg_sv2_pos_pier,DL1fb_ctrtg_sv2_neg_pier,DL2fb_ctrtg_sv2_neg_pier,LLfb_ctrtg_sv2_neg_pier,DL1V_ctrtg_v_pier,DL2V_ctrtg_v_pier,LLV_ctrtg_v_pier,loc_ctrtg_st1_pos_pier,loc_ctrtg_st1_neg_pier,loc_ctrtg_sv2_pos_pier,loc_ctrtg_sv2_neg_pier,loc_ctrtg_v_pier
Steel_2_1_11,11996751.37,1653070.544,-20823930.58,-3328508.087,85880.36865,15494.43719,50425.85187,10153.93973,7154.851157,862.7670938,-12931.57822,-1959.273794,14604553,-11220874,69489.625,82848.78125,7067.818359,-6604.990723,2.86853876,2.096267348,4.335734092,3.030792772,2.001856327,11715271.57,1468684.804,14604553,-12016.86062,-1959.273794,-6604.990723,6896.031803,766.532877,7067.818359,-12016.86062,-1959.273794,-6604.990723,50425.27751,207.0263099,82848.78125,"0.62963,1,2","0.037037,7,2","0.62963,1,2","0.037037,7,2","3,2",11996753.07,1653080.816,-20823928.56,-3328508.634,85880.34175,15494.44473,50425.86013,10153.8646,7154.847388,862.7724552,-12931.57349,-1959.274116,18150276,-14221328,70951.09375,83937.54688,8783.757813,-8371.160156,2.304047144,1.653992158,3.483698262,2.391349007,1.700569391,11759761.75,1528683.285,18150276,-12016.85069,-1959.274116,-8371.160156,6922.202466,797.8471577,8783.757813,-12016.85069,-1959.274116,-8371.160156,44301.26851,8056.73825,57147.92188,"0.66667,1,2","0.037037,7,2","0.66667,1,2","0.037037,7,2","2,7"
Steel_2_1_12,2953204.37,644475.1519,-5204406.637,-1229963.147,42506.84962,10531.85915,26370.54461,7417.529879,6396.312049,1045.861896,-11272.11982,-2618.800477,6422489,-5468965,56823.14453,73961.07813,9263.810547,-11845.09277,2.576554143,1.253490014,3.424091554,1.860768965,1.720677018,2901173.127,-9139.735895,6422489,-10912.3199,-434.4047728,-11845.09277,6283.619448,-19.79553325,9263.810547,-10912.3199,-434.4047728,-11845.09277,26370.54461,0,73961.07813,"0.69231,3,2","1,2,1","0.69231,3,2","1,2,1","1,5",2953204.28,644475.067,-5204408.356,-1229963.597,42506.85799,10531.86029,26370.56567,7417.529335,6396.31386,1045.861758,-11272.1236,-2618.801435,6667697,-5764198.5,59052.54688,75745.40625,9617.499023,-12484.53223,2.481799933,1.189287971,3.298168632,1.765462973,1.588164926,2901174.01,-9139.678568,6667697,-10912.32209,-434.4047105,-12484.53223,6283.621732,-19.79540909,9617.499023,-10912.32209,-434.4047105,-12484.53223,19215.17804,7044.108926,66040.53906,"0.69231,3,2","1,2,1","0.69231,3,2","1,2,1","1,6"
Steel_2_1_13,17892858.57,1904561.615,-28433811.09,-3311144.666,130069.2276,12565.53998,53929.53732,10156.9252,8274.274662,763.631388,-15467.25389,-1531.182833,15894380,-15836047,73527.3125,70116.82031,5794.128418,-7323.111816,3.320323571,1.837077231,5.150173855,2.659649178,1.244055629,14100453,1359585.446,12951818,-13148.83635,-1531.182833,-7323.111816,8102.757069,638.5010927,5789.011719,-13148.83635,-1531.182833,-7323.111816,47073.85189,4366.247222,49558.37891,"0.45946,2,1","0.027027,9,2","0.56757,9,2","0.027027,9,2","2,5",17892813.88,1904560.861,-28433788.86,-3311145.814,130069.426,12565.5098,53929.53365,10156.92441,8274.25708,763.6310859,-15467.25877,-1531.183364,19148366,-19809132,96289.02344,92516.51563,6980.334473,-9160.398438,2.836055455,1.468618931,4.304392369,2.12620903,0.945617795,16992539.31,1451768.112,19148366,-13148.8182,-1531.183364,-9160.398438,7857.987587,582.0844491,6980.334473,-13148.8182,-1531.183364,-9160.398438,47073.66646,4365.875461,66742.64063,"0.64865,1,2","0.027027,9,2","0.64865,1,2","0.027027,9,2","2,5"
Steel_2_1_14,6164356.251,1300829.486,-10972788.68,-2590681.604,54673.53507,14777.9474,32796.4486,10300.76645,6039.478504,1091.225063,-10316.91655,-2538.243126,8353478.5,-6513837,52682.11328,58805.07031,6413.335938,-6381.989258,3.540398425,1.947388311,4.883962423,3.273203249,1.81024909,5971660.607,1108538.519,8353478.5,-10305.3445,-2538.243126,-6381.989258,5850.842557,929.9182008,6413.335938,-10305.3445,-2538.243126,-6381.989258,29472.64067,7826.295646,39165.40234,"0.63636,1,2","0.045455,11,2","0.63636,1,2","0.045455,11,2","2,11",6164355.097,1300835.066,-10972788.26,-2590682.445,54673.53585,14777.94968,32796.45203,10300.72288,6039.479356,1091.229744,-10316.90959,-2538.24395,10227671,-8358832,58719.96094,63041.29688,7852.236816,-8189.63916,2.881407293,1.517553303,3.975726565,2.550729092,1.452132344,6061475.916,1165102.049,10227671,-10305.33993,-2538.24395,-8189.63916,5938.781966,977.3675725,7852.236816,-10305.33993,-2538.24395,-8189.63916,29472.53091,7826.245326,48296.11719,"0.68182,1,2","0.045455,11,2","0.68182,1,2","0.045455,11,2","2,11"
Steel_2_1_15,2978395.647,504801.1943,-5337679.041,-1046618.335,37523.98785,8821.402553,23159.09332,6487.381602,5230.677865,692.2722005,-9374.040489,-1768.05835,5951522,-4505623,49755.42969,62097.07813,7429.862305,-7912.76709,3.390888056,1.821708158,4.357587599,2.924125675,1.681980491,2906666.905,364956.4541,5951522,-9130.90754,-789.7894298,-7912.76709,4910.348912,500.4924917,7429.862305,-9130.90754,-789.7894298,-7912.76709,23157.79402,600.9619007,62097.04688,"0.73333,1,2","1,2,1","0.73333,1,2","1,2,1","1,2",2978396.009,504801.1954,-5337679.744,-1046618.253,37523.98497,8821.401719,23159.10081,6487.378418,5230.67863,692.2722021,-9374.042008,-1768.058212,7403723,-5297355.5,48721.75,60478.50781,9242.785156,-8948.852539,2.723017546,1.583596831,3.501083895,2.551156331,1.709923744,2874413.436,488713.0422,7387240.5,-8553.043431,-1768.058212,-8948.852539,4855.745146,670.2092962,9222.208984,-8553.043431,-1768.058212,-8948.852539,17971.22901,4201.25719,38106.22656,"0.66667,6,2","0.066667,6,2","0.66667,6,2","0.066667,6,2","2,6"
Steel_2_1_16,17580647.96,2471497.217,-31820039.22,-4826512.538,111425.012,19094.41239,66856.10765,11990.29988,8517.997796,1014.46314,-15416.92536,-2217.592653,17648106,-13640129,72470.13281,87335.84375,6950.651855,-6608.682129,2.497547062,2.154311837,4.307831228,2.848359134,2.191298008,17196398.49,576578.4437,17648106,-15141.97612,-386.9537425,-6608.682129,8331.820914,243.2734305,6950.651855,-15141.97612,-386.9537425,-6608.682129,66855.97,0,87335.84375,"0.6129,5,2","0.032258,5,2","0.6129,5,2","0.032258,5,2","1,5",17580649.66,2471519.376,-31820043.61,-4826514.68,111424.9913,19094.43441,66856.129,11990.18575,8517.99975,1014.472235,-15416.92288,-2217.593637,23290008,-18469684,80183.10938,91492.90625,8910.335938,-8486.09375,1.984263578,1.662671426,3.345012232,2.195925802,1.757695913,16938912.09,2364259.64,23290008,-13557.12448,-2217.593637,-8486.09375,7782.816617,970.4458662,8910.335938,-13557.12448,-2217.593637,-8486.09375,56829.34443,10112.54422,64885.10156,"0.64516,1,2","0.032258,7,2","0.64516,1,2","0.032258,7,2","2,7"
Steel_2_1_17,4726459.82,1116427.035,-7895752.963,-2091397.708,48596.80599,13708.71863,41520.7045,10182.61621,5665.451839,1149.749445,-9233.644519,-2445.774476,6232168.5,-5095245,66529.99219,75620,6112.724609,-6410.050781,4.129306507,3.022723483,5.417631176,3.800524756,1.95132184,3448408.15,76684.75222,6232168.5,-8586.014007,-598.6448368,-6237.062012,4367.367063,81.19930112,6112.724609,-8586.014007,-598.6448368,-6237.062012,41520.7045,0,74639.98438,"0.55556,6,2","0.055556,7,2","0.55556,6,2","0.055556,7,2","3,2",4726456.345,1116426.911,-7895756.676,-2091398.305,48596.78852,13708.7198,41520.71385,10182.61571,5665.450659,1149.749317,-9233.625645,-2445.775174,8294229,-6912886.5,71014.35156,75116.125,7904.773438,-8084.240234,3.092678388,2.176018069,4.004996706,2.709799478,1.884043336,4610815.97,793226.5613,8294229,-9233.625645,-2287.703402,-8084.240234,5526.928661,816.9022872,7904.773438,-9233.625645,-2287.703402,-8084.240234,24641.51003,8690.098735,64089.30078,"0.55556,8,2","1,8,1","0.55556,8,2","1,8,1","1,8"
Steel_2_1_18,3190340.568,822813.4668,-5665076.32,-1580317.662,38463.71814,11838.15696,23422.60603,7695.08867,5123.843364,1070.511788,-9098.360608,-2488.420593,6737257,-5360912,53226.96875,62145.30469,8018.17334,-8609.838867,3.234060276,1.763992416,4.079639906,2.768513411,1.828157425,3180576.631,-82688.3862,6737257,-8897.850887,-114.7584285,-8609.838867,5108.163283,-132.8011931,8018.17334,-8897.850887,-114.7584285,-8609.838867,22403.94892,788.218641,62145.30469,"0.6875,5,2","1,3,1","0.6875,5,2","1,3,1","3,2",3190341.224,822814.8472,-5665078.418,-1580318.45,38463.7352,11838.16258,23422.60956,7695.081969,5123.846537,1070.513584,-9098.362659,-2488.421834,7236206,-5722715.5,54776.57422,64389.64063,8605.272461,-9190.910156,2.988485049,1.638558243,3.771915868,2.579549379,1.762831688,2726017.759,777415.7677,7236206,-8497.537056,-729.2275884,-9175.580078,4292.679483,1011.447646,8605.272461,-8497.506049,-681.5653896,-9190.910156,23336.78456,0,64389.64063,"0.6875,1,2","1,2,1","0.6875,1,2","0.0625,8,2","1,4"
Steel_2_1_19,17035009.33,2076623.778,-29535351.17,-4587648.363,80018.16853,17309.87698,49862.2609,10689.71315,7317.864183,771.2408554,-12509.80508,-1939.827495,14285350,-10621643,44342.17188,49400.11328,5005.558594,-4627.151855,3.449727908,2.941669083,6.124171981,4.379749951,2.579423428,14868192.47,858307.7403,13250106,-12488.60507,-1939.827495,-4491.223633,7288.632107,359.9956964,5005.558594,-12488.60507,-1939.827495,-4491.223633,42271.01322,2620.118771,26424.90234,"0.63158,6,2","0.026316,10,2","0.63158,6,2","0.026316,10,2","2,8",17035013.48,2076712.689,-29535333.24,-4587658.931,80018.12751,17309.87577,49862.23876,10689.70565,7317.862009,771.2738765,-12509.80276,-1939.831964,22193650,-16697729,48241.07813,54056.03516,7502.526367,-7060.417969,2.531071933,1.871235411,4.058549576,2.786017455,1.958993793,14703858.05,1389479.048,17955726,-12488.58602,-1939.831964,-7060.417969,7171.163198,744.6490334,7502.526367,-12488.58602,-1939.831964,-7060.417969,47558.5394,9177.769723,43469.89453,"0.63158,2,2","0.026316,10,2","0.63158,10,2","0.026316,10,2","2,10"
Steel_2_1_20,33740334.17,4053979.225,-56705118.98,-7246009.683,155153.5252,23576.04758,122453.2642,17654.06596,11150.81595,1229.748292,-18740.68847,-2394.728296,24411154,-24631192,117755.2031,118269.9141,6980.26416,-8140.344238,1.788938952,1.459336364,4.017852136,1.791063202,1.349765182,32899250.62,3451134.829,23880642,-18657.50992,-2388.65776,-8140.344238,10626.53455,988.9032973,6870.215332,-18657.50992,-2388.65776,-8140.344238,117420.6575,11883.09756,108502,"0.525,6,2","0.025,6,2","0.5,6,2","0.025,6,2","2,6",33740382.12,4053976.378,-56705164.24,-7246001.637,155153.7298,23576.05639,122453.3435,17654.06042,11150.75288,1229.747429,-18740.66789,-2394.725636,29766474,-30786386,139582.9844,143255.5938,8480.49707,-10174.56934,1.439593524,1.167563372,3.24581271,1.432966952,1.138692141,33410148.37,3574193.384,29361194,-18657.56486,-2388.66705,-10174.56934,10872.71389,1046.877053,8432.262695,-18657.56486,-2388.66705,-10174.56934,117420.0902,11882.79516,129004.0469,"0.55,6,2","0.025,6,2","0.525,6,2","0.025,6,2","2,6"
