id,suite,type,spans,length,width,n_lanes,skew,gdr_spacing,span2depth,t_deck,n_dia,dia_spacing,dia_type,dia_section,intgdr_Ix,ingdr_A,intgdr_d,intgdr_tw,intgdr_tf,intgdr_bf,intgdr_sectcomp,intgdr_flangecomp,intgdr_webcomp,intgdr_mnpos,intgdr_fnneg,intgdr_vn,intgdr_dfm,intgdr_dfv,extgdr_Ix,exgdr_A,extgdr_d,extgdr_tw,extgdr_tf,extgdr_bf,extgdr_sectcomp,extgdr_flangecomp,extgdr_webcomp,extgdr_mnpos,extgdr_fnneg,extgdr_vn,extgdr_dfm,extgdr_dfv,dia_emultiplier,dia_e,gdr_e,deck_e,intgdr_dlmpos,intgdr_sdlmpos,intgdr_llmpos,intgdr_dlmneg,intgdr_sdlmneg,intgdr_llmneg,intgdr_dlv,intgdr_sdlv,intgdr_llv,intgdr_ftgstress,intgdr_st1rtgpos,intgdr_sv2rtgpos,intgdr_st1rtgneg,intgdr_sv2rtgneg,intgdr_vrtg,extgdr_dlmpos,extgdr_sdlmpos,extgdr_llmpos,extgdr_dlmneg,extgdr_sdlmneg,extgdr_llmneg,extgdr_dlv,extgdr_sdlv,extgdr_llv,extgdr_ftgstress,extgdr_st1rtgpos,extgdr_sv2rtgpos,extgdr_st1rtgneg,extgdr_sv2rtgneg,extgdr_vrtg
Steel_3_1_20,1,Steel,3,1082.899099,706.1938557,4,42.19347851,141.2387711,24.03714745,7.699687806,5,216.5798197,Chevron,L2X2X1/8,27203.12192,77.10812079,45,0.477061677,3.888393474,7.631731814,1,0,1,73579112.83,36021.81575,384874.4905,0.781470481,1.246102778,27482.87388,77.32733125,45,0.449584302,4.001673292,7.583604684,1,0,1,72777217.78,35973.21018,324100.9989,0.77271513,0.983780347,21.66591479,628311528.9,29000000,3604996.533,10200086.79,879502.8432,23430058.34,-12750108.49,-1099378.554,-25261316.02,70644.30197,6091.307429,132492.7139,11999.96378,1.865091607,2.550434207,1.000060318,1.344802358,1.026459952,10206268.22,879502.8432,23430058.34,-12757835.27,-1099378.554,-25261316.02,70687.11362,6091.307429,132492.7139,11999.96286,1.865091607,2.550434207,1.000060318,1.344802358,1.026459952
Steel_3_1_21,1,Steel,3,1054.962873,679.0312968,4,29.418403,135.8062594,20.19652166,8.417649737,5,210.9925747,Chevron,L2X2X1/8,130001.7271,291.6210086,52,1.869916513,4.923597452,21.61009144,1,0,1,336548188.2,48716.06973,2285844.564,0.943040963,1.110269647,34453.58661,70.16527668,52,0.483095018,1.441457971,16.10766981,1,0,1,81023961.41,46196.43878,302882.7187,0.828883085,0.916121012,9.989662391,289700209.3,29000000,3604996.533,15918582.91,834683.0512,22570386.93,-19898871.04,-1043387.498,-24333973.76,113172.9175,5934.166163,129350.6487,3008.13267,8.474476771,9.696525137,6.580021913,6.454076182,8.5323036,9908671.26,834683.0512,22570386.93,-12386238.94,-1043387.498,-24333973.76,70445.54412,5934.166163,129350.6487,11992.36037,8.474476771,9.696525137,6.580021913,6.454076182,8.5323036
Steel_3_1_22,1,Steel,3,1029.703535,794.2689242,5,18.18425436,66.18907702,28.48978186,8.705665686,5,205.940707,Chevron,L2X2X1/8,15908.91357,64.82387424,36,0.366121641,2.536414441,10.54653505,1,0,1,56970554.53,42262.22643,209384.9191,0.469218548,0.684105656,16980.03708,70.8161555,36,0.347844507,3.309247642,9.15554939,1,0,1,61635688.76,40357.47109,189012.624,0.545610361,0.586981663,26.19699693,759712910.8,29000000,3604996.533,5875410.262,366973.6189,21795707.44,-7345255.966,-458779.0543,-23486081.65,42800.21802,2673.268793,127306.4309,11999.95216,2.748111677,3.419037237,1.822183004,1.941567489,1.022802476,6026008.161,366973.6189,21795707.44,-7533528.796,-458779.0543,-23486081.65,43897.26872,2673.268793,127306.4309,11999.96586,2.748111677,3.419037237,1.822183004,1.941567489,1.022802476
Steel_3_1_23,1,Steel,3,1705.353898,844.2260169,5,36.49333454,76.74781972,20.82390281,8.098190023,8,213.1692372,Cross,L3X2X3/16,78278.36381,80.12845074,81,0.580940878,1.279967702,13.50011048,1,0,1,113406345.8,42256.07904,329812.6136,0.510381245,0.782340508,82305.5303,81.21417103,81,0.551419876,1.411318654,13.50000556,1,0,1,118215893,42545.11936,282992.9579,0.530458908,0.618021636,13.41114631,388923243,29000000,3604996.533,17993334.21,1090573.448,44904644.71,-22491946.62,-1363233.712,-47317334.28,79134.11983,4796.30784,164268.4132,11999.99855,2.234813721,3.184335168,1.603586559,1.702725947,1.02665974,18069259.82,1090573.448,44904644.71,-22586854.8,-1363233.712,-47317334.28,79468.03825,4796.30784,164268.4132,11999.99993,2.234813721,3.184335168,1.603586559,1.702725947,1.02665974
Steel_3_1_24,1,Steel,3,942.0199144,607.8348801,4,55.81567174,121.566976,21.39636922,7.609058281,4,235.5049786,Chevron,L2X2X1/8,23141.24603,67.19076599,44,0.597177604,1.01634667,20.72562029,1,0,1,69206053.34,47717.81395,623745.1282,0.649914086,1.219635426,20623.06361,60.81715081,44,0.434324831,3.022367864,7.334024026,1,0,-1,59859180.17,32156.93654,284827.1297,0.653944032,1.005222273,29.70811508,861535337.4,29000000,3604996.533,6683786.171,665444.4976,19161950.11,-8356071.613,-831938.9242,-20462495.04,53222.26092,5298.862019,121200.3378,11269.11426,2.754727245,3.404275101,2.154414695,2.134254295,2.154034644,6527285.799,665444.4976,19161950.11,-8160414.798,-831938.9242,-20462495.04,51976.06552,5298.862019,121200.3378,11999.95464,2.754727245,3.404275101,2.154414695,2.134254295,2.154034644
Steel_3_1_25,1,Steel,3,1498.98464,654.4137948,4,37.94288774,93.48768498,29.33517234,8.812574356,7,214.1406629,Chevron,L2X2X1/8,41881.87535,91.2813939,51,0.491845482,4.133116616,8.500000161,1,0,1,87839935.61,37340.2978,367387.4169,0.558197248,0.92557216,45060.8473,97.74977729,51,0.468869929,4.59674382,8.500360678,1,0,1,95171906.17,37474.10658,325328.8627,0.632212493,0.762776315,28.07280655,814111390,29000000,3604996.533,17237921.13,1263912.159,37315747.61,-21547401.42,-1579890.2,-39505710.65,86247.98749,6323.841449,155377.3251,11999.99999,1.77704751,2.787105195,1.070304198,1.484944974,1.031409103,17587419.72,1263912.159,37315747.61,-21984274.66,-1579890.2,-39505710.65,87996.66415,6323.841449,155377.3251,11999.97259,1.77704751,2.787105195,1.070304198,1.484944974,1.031409103
Steel_3_1_26,1,Steel,3,1507.006239,677.0188151,4,35.50729441,135.403763,24.26783431,8.864798905,7,215.2866056,Chevron,L2-1/2X1-1/2X3/16,61338.67708,93.2097151,62,0.585248132,2.918802248,10.33656495,1,0,1,103346884.3,39930.33673,470959.8456,0.743328683,1.17102549,66828.17381,96.56836626,62,0.56399008,1.909510124,16.69403844,1,0,1,112165767.7,45879.37887,406857.9072,0.78681986,0.933638329,19.16348903,555741181.9,29000000,3604996.533,22316589.94,1703193.567,37595746.74,-27897494.62,-2129126.068,-39800726.99,111071.1843,8476.910098,156854.7924,11999.88519,1.500922591,2.488171476,1.040699345,1.277215508,1.033222776,22499986.59,1703193.567,37595746.74,-28126754.88,-2129126.068,-39800726.99,111983.9619,8476.910098,156854.7924,11999.91392,1.500922591,2.488171476,1.040699345,1.277215508,1.033222776
Steel_3_1_27,1,Steel,3,1554.879176,832.5264933,5,43.9926368,92.50294371,25.76265533,7.656618361,7,222.1255966,Chevron,L2X2X1/8,57919.4966,89.55920944,60,0.53527076,2.026763285,14.70637902,1,0,1,108304434.9,44261.28844,361707.2696,0.567454963,0.921351252,59092.91049,92.37939844,60,0.505060728,3.268834353,10.00015103,1,0,1,109995743.7,39209.25393,317974.5078,0.610662119,0.759504028,10.34960773,300138624.2,29000000,3604996.533,16707831.29,1087942.164,39320455.07,-20884789.12,-1359927.705,-41571946,80590.65719,5247.71722,157760.2183,11999.9908,2.205897915,3.087793986,1.693621008,1.792870732,1.025954398,16871774.33,1087942.164,39320455.07,-21089717.92,-1359927.705,-41571946,81381.4407,5247.71722,157760.2183,11999.99218,2.205897915,3.087793986,1.693621008,1.792870732,1.025954398
Steel_3_1_28,1,Steel,3,625.9946641,578.9132212,4,1.781919316,115.7826442,21.61078584,8.988217338,3,208.664888,Beam,C15X33.9,5909.741052,43.34701105,28,0.355586069,2.957794007,6.000096984,1,0,-1,31613334.8,32651.96174,221151.362,0.726508425,0.935851018,6120.51637,44.73915814,28,0.330684517,3.129114289,6.000019092,1,0,-1,32172353.31,32955.7155,191261.6356,0.764701598,0.771066539,6.08479517,176459059.9,29000000,3604996.533,3065073.238,293874.8167,10443628.31,-3831695.809,-367377.487,-8392075.039,36725.83198,3521.219986,104312.0265,11999.98875,2.06467924,2.587029319,1.235074007,1.600551273,1.025803526,3078190.079,293874.8167,10443628.31,-3848093.377,-367377.487,-8392075.039,36882.9985,3521.219986,104312.0265,11999.99773,2.06467924,2.587029319,1.235074007,1.600551273,1.025803526
Steel_3_1_29,1,Steel,3,1473.331904,494.2450055,3,33.11881185,98.8490011,24.7598015,8.12809332,7,210.4759862,Chevron,L2X2X1/8,52685.56893,86.6840793,59,0.526172942,2.989041106,9.833484846,1,0,1,100793302.3,39659.50813,362526.2808,0.608948354,0.926527947,59136.53673,91.71902857,59,0.513051718,1.756145465,18.00846382,1,0,1,112582261.9,46855.72564,321141.209,0.663436217,0.767587439,29.89676131,867006078,29000000,3604996.533,15870277.36,1628003.271,36402140.71,-19838174.52,-2035037.717,-38571110.08,80789.02439,8287.491959,154911.4518,11999.99407,2.036225355,2.919959818,1.327086777,1.623262572,1.041257215,16133088.18,1628003.271,36402140.71,-20166693.47,-2035037.717,-38571110.08,82126.88568,8287.491959,154911.4518,11999.22413,2.036225355,2.919959818,1.327086777,1.623262572,1.041257215
Steel_3_1_30,1,Steel,3,566.6212376,466.772881,3,37.74906001,77.79548017,29.43033997,7.911815577,3,188.8737459,Beam,C10X15.3,3131.67133,45.37668862,19,0.397286968,1.496045929,13.04002591,1,0,1,25666407.08,46709.30143,184432.2652,0.526402897,0.859034261,2499.662844,43.63134616,19,0.411767944,3.203847778,6.000010224,1,0,1,22055526.71,36543.64281,150368.112,0.527902849,0.677004658,3.725035911,108026041.4,29000000,3604996.533,1691922.67,206372.116,9189306.907,-2115142.716,-257994.3431,-6757608.587,22397.42433,2731.923824,100594.4777,11994.58088,2.75278072,3.226710194,2.950907165,2.341728535,1.034457371,1678373.017,206372.116,9189306.907,-2098203.732,-257994.3431,-6757608.587,22218.056,2731.923824,100594.4777,11999.9981,2.75278072,3.226710194,2.950907165,2.341728535,1.034457371
